cpu_name,launch_date,total_cores,max_turbo_frequency,processor_base_frequency,cache,tdp
Intel® Xeon® Processor E5-2450 v2,Q1'14,8,3.30 GHz,2.50 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2450L v2,Q1'14,10,2.10 GHz,1.70 GHz,25 MB Intel® Smart Cache,60.0
Intel® Xeon® Processor E5-2470 v2,Q1'14,10,3.20 GHz,2.40 GHz,25 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2430 v2,Q1'14,6,3.00 GHz,2.50 GHz,15 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2430L v2,Q1'14,6,2.80 GHz,2.40 GHz,15 MB Intel® Smart Cache,60.0
Intel® Celeron® Processor 2000E,Q1'14,2,,2.20 GHz,2 MB Intel® Smart Cache,37.0
Intel® Celeron® Processor 2002E,Q1'14,2,,1.50 GHz,2 MB Intel® Smart Cache,25.0
Intel® Celeron® Processor G1820TE,Q1'14,2,,2.20 GHz,2 MB Intel® Smart Cache,35.0
Intel® Celeron® Processor G1820,Q1'14,2,,2.70 GHz,2 MB Intel® Smart Cache,53.0
Intel® Celeron® Processor G1820T,Q1'14,2,,2.40 GHz,2 MB Intel® Smart Cache,35.0
Intel® Celeron® Processor G1830,Q1'14,2,,2.80 GHz,2 MB Intel® Smart Cache,53.0
Intel® Celeron® Processor 2957U,Q4'13,2,,1.40 GHz,2 MB Intel® Smart Cache,15.0
Intel® Celeron® Processor 2961Y,Q4'13,2,,1.10 GHz,2 MB Intel® Smart Cache,11.5
Intel® Celeron® Processor 2981U,Q4'13,2,,1.60 GHz,2 MB Intel® Smart Cache,15.0
Intel® Pentium® Processor 3558U,Q4'13,2,,1.70 GHz,2 MB Intel® Smart Cache,15.0
Intel® Pentium® Processor 3561Y,Q4'13,2,,1.20 GHz,2 MB Intel® Smart Cache,11.5
Intel® Celeron® Processor J1800,Q4'13,2,,2.41 GHz,1 MB L2 Cache,10.0
Intel® Celeron® Processor J1900,Q4'13,4,,2.00 GHz,2 MB L2 Cache,10.0
Intel® Pentium® Processor J2900,Q4'13,4,,2.41 GHz,2 MB L2 Cache,10.0
Intel® Celeron® Processor N2806,Q4'13,2,,1.60 GHz,1 MB,4.5
Intel® Celeron® Processor N2815,Q4'13,2,,1.86 GHz,1 MB,7.5
Intel® Celeron® Processor N2820,Q4'13,2,,2.13 GHz,1 MB,7.5
Intel® Celeron® Processor N2920,Q4'13,4,,1.86 GHz,2 MB,7.5
Intel® Pentium® Processor N3520,Q4'13,4,,2.17 GHz,2 MB,7.5
Intel Atom® Processor E3815,Q4'13,1,,1.46 GHz,512 KB L2 Cache,5.0
Intel Atom® Processor E3825,Q4'13,2,,1.33 GHz,1 MB L2 Cache,6.0
Intel Atom® Processor E3826,Q4'13,2,,1.46 GHz,1 MB L2 Cache,7.0
Intel Atom® Processor E3827,Q4'13,2,,1.75 GHz,1 MB L2 Cache,8.0
Intel Atom® Processor E3845,Q4'13,4,,1.91 GHz,2 MB L2 Cache,10.0
Intel® Celeron® Processor J1750,Q3'13,2,,2.41 GHz,1 MB L2 Cache,10.0
Intel® Celeron® Processor J1850,Q3'13,4,,2.00 GHz,2 MB L2 Cache,10.0
Intel® Celeron® Processor N2805,Q3'13,2,,1.46 GHz,1 MB,4.3
Intel® Celeron® Processor N2810,Q3'13,2,,2.00 GHz,1 MB,7.5
Intel® Celeron® Processor N2910,Q3'13,4,,1.60 GHz,2 MB,7.5
Intel® Pentium® Processor J2850,Q3'13,4,,2.41 GHz,2 MB L2 Cache,10.0
Intel® Pentium® Processor N3510,Q3'13,4,,2.00 GHz,2 MB,7.5
Intel® Quark™ SoC X1000,Q4'13,1,,400 MHz,16 KB,2.2
Intel® Xeon® Processor E5-1620 v2,Q3'13,4,3.90 GHz,3.70 GHz,10 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-1650 v2,Q3'13,6,3.90 GHz,3.50 GHz,12 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-1660 v2,Q3'13,6,4.00 GHz,3.70 GHz,15 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2603 v2,Q3'13,4,,1.80 GHz,10 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2609 v2,Q3'13,4,2.50 GHz,2.50 GHz,10 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2618L v2,Q3'13,6,2.00 GHz,2.00 GHz,15 MB Intel® Smart Cache,50.0
Intel® Xeon® Processor E5-2620 v2,Q3'13,6,2.60 GHz,2.10 GHz,15 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2630 v2,Q3'13,6,3.10 GHz,2.60 GHz,15 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2630L v2,Q3'13,6,2.80 GHz,2.40 GHz,15 MB Intel® Smart Cache,60.0
Intel® Xeon® Processor E5-2637 v2,Q3'13,4,3.80 GHz,3.50 GHz,15 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2667 v2,Q3'13,8,4.00 GHz,3.30 GHz,25 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2670 v2,Q3'13,10,3.30 GHz,2.50 GHz,25 MB Intel® Smart Cache,115.0
Intel® Xeon® Processor E5-2680 v2,Q3'13,10,3.60 GHz,2.80 GHz,25 MB Intel® Smart Cache,115.0
Intel® Xeon® Processor E5-2690 v2,Q3'13,10,3.60 GHz,3.00 GHz,25 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2695 v2,Q3'13,12,3.20 GHz,2.40 GHz,30 MB Intel® Smart Cache,115.0
Intel® Xeon® Processor E5-2697 v2,Q3'13,12,3.50 GHz,2.70 GHz,30 MB Intel® Smart Cache,130.0
Intel® Core™ i7-4820K Processor,Q3'13,4,3.90 GHz,3.70 GHz,10 MB Intel® Smart Cache,130.0
Intel® Core™ i7-4930K Processor,Q3'13,6,3.90 GHz,3.40 GHz,12 MB Intel® Smart Cache,130.0
Intel® Core™ i7-4960X Processor Extreme Edition,Q3'13,6,4.00 GHz,3.60 GHz,15 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E3-1105C v2,Q3'13,4,,1.80 GHz,8 MB L3 Cache,25.0
Intel® Xeon® Processor E3-1125C v2,Q3'13,4,,2.50 GHz,8 MB L3 Cache,40.0
Intel® Xeon® Processor E5-2628L v2,Q3'13,8,2.40 GHz,1.90 GHz,20 MB Intel® Smart Cache,70.0
Intel® Xeon® Processor E5-2640 v2,Q3'13,8,2.50 GHz,2.00 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2643 v2,Q3'13,6,3.80 GHz,3.50 GHz,25 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2648L v2,Q3'13,10,2.50 GHz,1.90 GHz,25 MB Intel® Smart Cache,70.0
Intel® Xeon® Processor E5-2650 v2,Q3'13,8,3.40 GHz,2.60 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2650L v2,Q3'13,10,2.10 GHz,1.70 GHz,25 MB Intel® Smart Cache,70.0
Intel® Xeon® Processor E5-2658 v2,Q3'13,10,3.00 GHz,2.40 GHz,25 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2660 v2,Q3'13,10,3.00 GHz,2.20 GHz,25 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2687W v2,Q3'13,8,4.00 GHz,3.40 GHz,25 MB Intel® Smart Cache,150.0
Intel Atom® Processor C2338,Q3'13,2,2.00 GHz,1.70 GHz,1 MB,7.0
Intel Atom® Processor C2350,Q3'13,2,2.00 GHz,1.70 GHz,1 MB,6.0
Intel Atom® Processor C2358,Q3'13,2,2.00 GHz,1.70 GHz,1 MB,7.0
Intel Atom® Processor C2518,Q3'13,4,,1.70 GHz,2 MB,13.0
Intel Atom® Processor C2530,Q3'13,4,2.40 GHz,1.70 GHz,2 MB,9.0
Intel Atom® Processor C2538,Q3'13,4,,2.40 GHz,2 MB,15.0
Intel Atom® Processor C2550,Q3'13,4,2.60 GHz,2.40 GHz,2 MB,14.0
Intel Atom® Processor C2558,Q3'13,4,,2.40 GHz,2 MB,15.0
Intel Atom® Processor C2718,Q3'13,8,,2.00 GHz,4 MB,18.0
Intel Atom® Processor C2730,Q3'13,8,2.40 GHz,1.70 GHz,4 MB,12.0
Intel Atom® Processor C2738,Q3'13,8,,2.40 GHz,4 MB,20.0
Intel Atom® Processor C2750,Q3'13,8,2.60 GHz,2.40 GHz,4 MB,20.0
Intel Atom® Processor C2758,Q3'13,8,,2.40 GHz,4 MB,20.0
Intel® Celeron® Processor 2955U,Q3'13,2,,1.40 GHz,2 MB Intel® Smart Cache,15.0
Intel® Core™ i3-4000M Processor,Q4'13,2,,2.40 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i3-4005U Processor,Q3'13,2,,1.70 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i3-4012Y Processor,Q3'13,2,,1.50 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i3-4020Y Processor,Q3'13,2,,1.50 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i3-4130 Processor,Q3'13,2,,3.40 GHz,3 MB Intel® Smart Cache,54.0
Intel® Core™ i3-4130T Processor,Q3'13,2,,2.90 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-4330 Processor,Q3'13,2,,3.50 GHz,4 MB Intel® Smart Cache,54.0
Intel® Core™ i3-4330T Processor,Q3'13,2,,3.00 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i3-4330TE Processor,Q3'13,2,,2.40 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i3-4340 Processor,Q3'13,2,,3.60 GHz,4 MB Intel® Smart Cache,54.0
Intel® Core™ i5-4200M Processor,Q4'13,2,3.10 GHz,2.50 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i5-4202Y Processor,Q3'13,2,2.00 GHz,1.60 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i5-4210Y Processor,Q3'13,2,1.90 GHz,1.50 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i5-4300M Processor,Q4'13,2,3.30 GHz,2.60 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i5-4330M Processor,Q4'13,2,3.50 GHz,2.80 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i7-4600M Processor,Q4'13,2,3.60 GHz,2.90 GHz,4 MB Intel® Smart Cache,37.0
Intel® Core™ i7-4771 Processor,Q3'13,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,84.0
Intel® Pentium® Processor G3220,Q3'13,2,,3.00 GHz,3 MB Intel® Smart Cache,53.0
Intel® Pentium® Processor G3220T,Q3'13,2,,2.60 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G3420,Q3'13,2,,3.20 GHz,3 MB Intel® Smart Cache,53.0
Intel® Pentium® Processor G3420T,Q3'13,2,,2.70 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G3430,Q3'13,2,,3.30 GHz,3 MB Intel® Smart Cache,53.0
Intel® Celeron® Processor 2950M,Q4'13,2,,2.00 GHz,2 MB Intel® Smart Cache,37.0
Intel® Celeron® Processor 2980U,Q3'13,2,,1.60 GHz,2 MB Intel® Smart Cache,15.0
Intel® Celeron® Processor G1620T,Q3'13,2,,2.40 GHz,2 MB Intel® Smart Cache,35.0
Intel® Celeron® Processor G1630,Q3'13,2,,2.80 GHz,2 MB Intel® Smart Cache,55.0
Intel® Core™ i3-4100E Processor,Q3'13,2,,2.40 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i3-4100M Processor,Q4'13,2,,2.50 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i3-4102E Processor,Q3'13,2,,1.60 GHz,3 MB Intel® Smart Cache,25.0
Intel® Core™ i5-3340 Processor,Q3'13,4,3.30 GHz,3.10 GHz,6 MB Intel® Smart Cache,77.0
Intel® Core™ i5-3340S Processor,Q3'13,4,3.30 GHz,2.80 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-4200H Processor,Q4'13,2,3.40 GHz,2.80 GHz,3 MB Intel® Smart Cache,47.0
Intel® Core™ i5-4300U Processor,Q3'13,2,2.90 GHz,1.90 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i5-4300Y Processor,Q3'13,2,2.30 GHz,1.60 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i5-4302Y Processor,Q3'13,2,2.30 GHz,1.60 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i5-4400E Processor,Q3'13,2,3.30 GHz,2.70 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i5-4402E Processor,Q3'13,2,2.70 GHz,1.60 GHz,3 MB Intel® Smart Cache,25.0
Intel® Core™ i5-4440 Processor,Q3'13,4,3.30 GHz,3.10 GHz,6 MB Intel® Smart Cache,84.0
Intel® Core™ i5-4440S Processor,Q3'13,4,3.30 GHz,2.80 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i7-4600U Processor,Q3'13,2,3.30 GHz,2.10 GHz,4 MB Intel® Smart Cache,15.0
Intel® Core™ i7-4610Y Processor,Q3'13,2,2.90 GHz,1.70 GHz,4 MB Intel® Smart Cache,11.5
Intel® Core™ i7-4960HQ Processor,Q4'13,4,3.80 GHz,2.60 GHz,6 MB Intel® Smart Cache,47.0
Intel® Pentium® Processor 3550M,Q4'13,2,,2.30 GHz,2 MB Intel® Smart Cache,37.0
Intel® Pentium® Processor 3556U,Q3'13,2,,1.70 GHz,2 MB Intel® Smart Cache,15.0
Intel® Pentium® Processor 3560Y,Q3'13,2,,1.20 GHz,2 MB Intel® Smart Cache,11.5
Intel® Pentium® Processor G3320TE,Q3'13,2,,2.30 GHz,3 MB Intel® Smart Cache,35.0
Intel® Xeon® Processor E3-1220L v3,Q3'13,2,1.50 GHz,1.10 GHz,4 MB Intel® Smart Cache,13.0
Intel® Pentium® Processor A1018,Q3'13,2,,2.10 GHz,1 MB Intel® Smart Cache,35.0
Intel® Xeon Phi™ Coprocessor 3120A,Q2'13,57,,1.10 GHz,28.5 MB L2 Cache,300.0
Intel® Xeon Phi™ Coprocessor 3120P,Q2'13,57,,1.10 GHz,28.5 MB L2 Cache,300.0
Intel® Xeon Phi™ Coprocessor 5120D,Q2'13,60,,1.05 GHz,30 MB L2 Cache,245.0
Intel® Xeon Phi™ Coprocessor 7120P,Q2'13,61,1.33 GHz,1.24 GHz,30.5 MB L2 Cache,300.0
Intel® Xeon Phi™ Coprocessor 7120X,Q2'13,61,1.33 GHz,1.24 GHz,30.5 MB L2 Cache,300.0
Intel® Celeron® Processor 1005M,Q3'13,2,,1.90 GHz,2 MB,35.0
Intel® Celeron® Processor 1017U,Q3'13,2,,1.60 GHz,2 MB,17.0
Intel® Core™ i3-3245 Processor,Q2'13,2,,3.40 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i3-3250 Processor,Q2'13,2,,3.50 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i3-3250T Processor,Q2'13,2,,3.00 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor 2127U,Q3'13,2,,1.90 GHz,2 MB Intel® Smart Cache,17.0
Intel® Pentium® Processor G2030,Q2'13,2,,3.00 GHz,3 MB Intel® Smart Cache,55.0
Intel® Pentium® Processor G2030T,Q2'13,2,,2.60 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G2120T,Q2'13,2,,2.70 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G2140,Q2'13,2,,3.30 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i7-4750HQ Processor,Q3'13,4,3.20 GHz,2.00 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4850HQ Processor,Q3'13,4,3.50 GHz,2.30 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4950HQ Processor,Q3'13,4,3.60 GHz,2.40 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i5-4200U Processor,Q3'13,2,2.60 GHz,1.60 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i5-4570R Processor,Q2'13,4,3.20 GHz,2.70 GHz,4 MB Intel® Smart Cache,65.0
Intel® Core™ i5-4670R Processor,Q2'13,4,3.70 GHz,3.00 GHz,4 MB Intel® Smart Cache,65.0
Intel® Core™ i7-4500U Processor,Q3'13,2,3.00 GHz,1.80 GHz,4 MB Intel® Smart Cache,15.0
Intel® Core™ i7-4650U Processor,Q3'13,2,3.30 GHz,1.70 GHz,4 MB Intel® Smart Cache,15.0
Intel® Core™ i7-4770R Processor,Q2'13,4,3.90 GHz,3.20 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i3-4010U Processor,Q3'13,2,,1.70 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i3-4010Y Processor,Q3'13,2,,1.30 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i3-4100U Processor,Q3'13,2,,1.80 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i3-4158U Processor,Q3'13,2,,2.00 GHz,3 MB Intel® Smart Cache,28.0
Intel® Core™ i5-4200Y Processor,Q3'13,2,1.90 GHz,1.40 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i5-4250U Processor,Q3'13,2,2.60 GHz,1.30 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i5-4258U Processor,Q3'13,2,2.90 GHz,2.40 GHz,3 MB Intel® Smart Cache,28.0
Intel® Core™ i5-4288U Processor,Q3'13,2,3.10 GHz,2.60 GHz,3 MB Intel® Smart Cache,28.0
Intel® Core™ i5-4350U Processor,Q3'13,2,2.90 GHz,1.40 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i7-4550U Processor,Q3'13,2,3.00 GHz,1.50 GHz,4 MB Intel® Smart Cache,15.0
Intel® Core™ i7-4558U Processor,Q3'13,2,3.30 GHz,2.80 GHz,4 MB Intel® Smart Cache,28.0
Intel® Core™ i5-4430 Processor,Q2'13,4,3.20 GHz,3.00 GHz,6 MB Intel® Smart Cache,84.0
Intel® Core™ i5-4430S Processor,Q2'13,4,3.20 GHz,2.70 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-4570 Processor,Q2'13,4,3.60 GHz,3.20 GHz,6 MB Intel® Smart Cache,84.0
Intel® Core™ i5-4570S Processor,Q2'13,4,3.60 GHz,2.90 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-4570T Processor,Q2'13,2,3.60 GHz,2.90 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i5-4570TE Processor,Q2'13,2,3.30 GHz,2.70 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i5-4670 Processor,Q2'13,4,3.80 GHz,3.40 GHz,6 MB Intel® Smart Cache,84.0
Intel® Core™ i5-4670K Processor,Q2'13,4,3.80 GHz,3.40 GHz,6 MB Intel® Smart Cache,84.0
Intel® Core™ i5-4670S Processor,Q2'13,4,3.80 GHz,3.10 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-4670T Processor,Q2'13,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-4700EQ Processor,Q2'13,4,3.40 GHz,2.40 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4700HQ Processor,Q2'13,4,3.40 GHz,2.40 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4700MQ Processor,Q2'13,4,3.40 GHz,2.40 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4702HQ Processor,Q2'13,4,3.20 GHz,2.20 GHz,6 MB Intel® Smart Cache,37.0
Intel® Core™ i7-4702MQ Processor,Q2'13,4,3.20 GHz,2.20 GHz,6 MB Intel® Smart Cache,37.0
Intel® Core™ i7-4765T Processor,Q2'13,4,3.00 GHz,2.00 GHz,8 MB Intel® Smart Cache,35.0
Intel® Core™ i7-4770 Processor,Q2'13,4,3.90 GHz,3.40 GHz,8 MB Intel® Smart Cache,84.0
Intel® Core™ i7-4770K Processor,Q2'13,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,84.0
Intel® Core™ i7-4770S Processor,Q2'13,4,3.90 GHz,3.10 GHz,8 MB Intel® Smart Cache,65.0
Intel® Core™ i7-4770T Processor,Q2'13,4,3.70 GHz,2.50 GHz,8 MB Intel® Smart Cache,45.0
Intel® Core™ i7-4770TE Processor,Q2'13,4,3.30 GHz,2.30 GHz,8 MB Intel® Smart Cache,45.0
Intel® Core™ i7-4800MQ Processor,Q2'13,4,3.70 GHz,2.70 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4900MQ Processor,Q2'13,4,3.80 GHz,2.80 GHz,8 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4930MX Processor Extreme Edition,Q2'13,4,3.90 GHz,3.00 GHz,8 MB Intel® Smart Cache,57.0
Intel® Xeon® Processor E3-1220 v3,Q2'13,4,3.50 GHz,3.10 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1225 v3,Q2'13,4,3.60 GHz,3.20 GHz,8 MB Intel® Smart Cache,84.0
Intel® Xeon® Processor E3-1230 v3,Q2'13,4,3.70 GHz,3.30 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1230L v3,Q2'13,4,2.80 GHz,1.80 GHz,8 MB Intel® Smart Cache,25.0
Intel® Xeon® Processor E3-1240 v3,Q2'13,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1245 v3,Q2'13,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,84.0
Intel® Xeon® Processor E3-1265L v3,Q2'13,4,3.70 GHz,2.50 GHz,8 MB Intel® Smart Cache,45.0
Intel® Xeon® Processor E3-1268L v3,Q2'13,4,3.30 GHz,2.30 GHz,8 MB Intel® Smart Cache,45.0
Intel® Xeon® Processor E3-1270 v3,Q2'13,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1275 v3,Q2'13,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,84.0
Intel® Xeon® Processor E3-1280 v3,Q2'13,4,4.00 GHz,3.60 GHz,8 MB Intel® Smart Cache,82.0
Intel® Xeon® Processor E3-1285 v3,Q2'13,4,4.00 GHz,3.60 GHz,8 MB Intel® Smart Cache,84.0
Intel® Xeon® Processor E3-1285L v3,Q2'13,4,3.90 GHz,3.10 GHz,8 MB Intel® Smart Cache,65.0
Intel® Celeron® Processor 1019Y,Q2'13,2,,1.00 GHz,2 MB,10.0
Intel® Core™ i5-3230M Processor,Q1'13,2,3.20 GHz,2.60 GHz,3 MB Intel® Smart Cache,35.0
Intel® Celeron® Processor 1000M,Q1'13,2,,1.80 GHz,2 MB Intel® Smart Cache,35.0
Intel® Celeron® Processor 1007U,Q1'13,2,,1.50 GHz,2 MB Intel® Smart Cache,17.0
Intel® Celeron® Processor 1020E,Q1'13,2,,2.20 GHz,2 MB Intel® Smart Cache,35.0
Intel® Celeron® Processor 1020M,Q1'13,2,,2.10 GHz,2 MB Intel® Smart Cache,35.0
Intel® Celeron® Processor 1037U,Q1'13,2,,1.80 GHz,2 MB Intel® Smart Cache,17.0
Intel® Celeron® Processor 1047UE,Q1'13,2,,1.40 GHz,2 MB Intel® Smart Cache,17.0
Intel® Celeron® Processor G1610,Q1'13,2,,2.60 GHz,2 MB Intel® Smart Cache,55.0
Intel® Celeron® Processor G1610T,Q1'13,2,,2.30 GHz,2 MB Intel® Smart Cache,35.0
Intel® Celeron® Processor G1620,Q1'13,2,,2.70 GHz,2 MB Intel® Smart Cache,55.0
Intel® Core™ i3-3130M Processor,Q1'13,2,,2.60 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-3210 Processor,Q1'13,2,,3.20 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i3-3227U Processor,Q1'13,2,,1.90 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i5-3337U Processor,Q1'13,2,2.70 GHz,1.80 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i5-3340M Processor,Q1'13,2,3.40 GHz,2.70 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-3380M Processor,Q1'13,2,3.60 GHz,2.90 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-3437U Processor,Q1'13,2,2.90 GHz,1.90 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i7-3537U Processor,Q1'13,2,3.10 GHz,2.00 GHz,4 MB Intel® Smart Cache,17.0
Intel® Core™ i7-3540M Processor,Q1'13,2,3.70 GHz,3.00 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i7-3687U Processor,Q1'13,2,3.30 GHz,2.10 GHz,4 MB Intel® Smart Cache,17.0
Intel® Pentium® Processor 2030M,Q1'13,2,,2.50 GHz,2 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G2010,Q1'13,2,,2.80 GHz,3 MB Intel® Smart Cache,55.0
Intel® Pentium® Processor G2020,Q1'13,2,,2.90 GHz,3 MB Intel® Smart Cache,55.0
Intel® Pentium® Processor G2020T,Q1'13,2,,2.50 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G2130,Q1'13,2,,3.20 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i3-3229Y Processor,Q1'13,2,,1.40 GHz,3 MB,13.0
Intel® Core™ i5-3339Y Processor,Q1'13,2,2.00 GHz,1.50 GHz,3 MB,13.0
Intel® Core™ i5-3439Y Processor,Q1'13,2,2.30 GHz,1.50 GHz,3 MB,13.0
Intel® Core™ i7-3689Y Processor,Q1'13,2,2.60 GHz,1.50 GHz,4 MB,13.0
Intel® Pentium® Processor 2129Y,Q1'13,2,,1.10 GHz,2 MB Intel® Smart Cache,10.0
Intel® Core™ i3-2348M Processor,Q1'13,2,,2.30 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-2375M Processor,Q1'13,2,,1.50 GHz,3 MB Intel® Smart Cache,17.0
Intel Atom® Processor S1220,Q4'12,2,,1.60 GHz,1 MB,8.1
Intel Atom® Processor S1240,Q4'12,2,,1.60 GHz,1 MB,6.1
Intel Atom® Processor S1260,Q4'12,2,,2.00 GHz,1 MB,8.5
Intel® Core™ i7-3970X Processor Extreme Edition,Q4'12,6,4.00 GHz,3.50 GHz,15 MB Intel® Smart Cache,150.0
Intel® Xeon Phi™ Coprocessor 5110P,Q4'12,60,,1.05 GHz,30 MB L2 Cache,225.0
Intel® Itanium® Processor 9520,Q4'12,4,,1.73 GHz,20 MB,130.0
Intel® Itanium® Processor 9540,Q4'12,8,,2.13 GHz,24 MB,170.0
Intel® Itanium® Processor 9550,Q4'12,4,,2.40 GHz,32 MB,170.0
Intel® Itanium® Processor 9560,Q4'12,8,,2.53 GHz,32 MB,170.0
Intel® Core™ i3-3120M Processor,Q3'12,2,,2.50 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i7-3630QM Processor,Q3'12,4,3.40 GHz,2.40 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3632QM Processor,Q3'12,4,3.20 GHz,2.20 GHz,6 MB Intel® Smart Cache,35.0
Intel® Core™ i7-3635QM Processor,Q3'12,4,3.40 GHz,2.40 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3840QM Processor,Q3'12,4,3.80 GHz,2.80 GHz,8 MB Intel® Smart Cache,45.0
